role_bucket,style_cluster_id,metric,cluster_median,role_median,difference,z_difference,coverage
FW,FW_C02,Lost balls,8.25,6.75,1.5,0.859916821239095,1.0
FW,FW_C03,Shots,2.23,2.13,0.10000000000000009,0.1397164699740044,1.0
FW,FW_C03,Shots from the penalty area,1.39,1.64,-0.25,-0.40820027661863195,1.0
FW,FW_C03,xG (expected goals),0.27,0.33,-0.06,-0.3971088112096097,1.0
FW,FW_C03,Actions in opponent's box,3.93,4.52,-0.5899999999999994,-0.35653129419016566,1.0
FW,FW_C03,Open passes received,23.56,14.89,8.669999999999998,1.481385239041802,1.0
FW,FW_C03,Open passes received in the final third,11.4,7.59,3.8100000000000005,1.3240444354048317,1.0
FW,FW_C03,Open passes received in the opponent's box,1.46,1.56,-0.10000000000000009,-0.15806554510104212,1.0
FW,FW_C03,Air challenges,2.15,4.83,-2.68,-0.9143374342738259,1.0
FW,FW_C03,Attacking challenges,7.77,8.65,-0.8800000000000008,-0.2159004574704139,1.0
FW,FW_C03,Defensive challenges,3.14,2.89,0.25,0.24791760684107308,1.0
FW,FW_C03,Dribbles,2.73,1.65,1.08,0.9216295480211512,1.0
FW,FW_C03,Key passes,0.74,0.42,0.32,1.0493228930554235,0.9951219512195122
FW,FW_C03,Passes for a shot,0.805,0.49,0.31500000000000006,1.0927238642852755,0.9983739837398374
FW,FW_C03,Passes,27.47,17.8,9.669999999999998,1.4346741879855922,1.0
FW,FW_C03,Lost balls,6.82,6.75,0.07000000000000028,0.0401294516578246,1.0
